办税服务厅代码,等候超时率,窗口日平均票号量,平均办理时间,平均等待时间,日均业务量,日均服务人次,占空比,FWT,kpi
24401130100,39.34,11.0,1.59,27.54,1417.0,292.0,31.5,城区办税服务厅,91.799999999999997
24419110000,17.93,24.0,1.78,11.63,952.0,402.0,27.7,长安办税服务厅,91.400000000000006
24414020000,53.23,26.0,0.7,34.93,4074.0,547.0,29.3,梅江区办税服务厅,91.400000000000006
24406060800,1.57,12.0,2.02,6.42,463.0,139.0,44.9,勒流办税服务厅,91.299999999999997
24401130300,12.66,17.0,2.13,13.43,923.0,246.0,34.8,大石办税服务厅,91.200000000000003
24406060200,10.18,16.0,2.0,14.99,1301.0,388.0,29.4,大良办税服务厅,91.0
24409235100,20.63,11.0,0.98,18.22,995.0,202.0,35.0,茂名市电白区水东办税服务厅,91.0
24419050000,8.35,19.0,2.02,9.74,469.0,189.0,35.9,石碣办税服务厅,91.0
24406051600,18.56,13.0,1.93,15.01,911.0,222.0,35.2,南海区西樵办税服务厅,90.799999999999997
24401130100,12.82,8.0,2.21,13.36,1011.0,122.0,36.9,罗家办税服务厅,90.700000000000003
24401060061,19.35,20.0,2.84,16.87,647.0,474.0,16.4,员村办税服务厅,90.700000000000003
24407840300,37.47,13.0,0.8,26.33,1585.0,222.0,37.4,鹤山市办税服务厅,90.599999999999994
24419190000,30.56,18.0,2.28,23.67,644.0,241.0,46.3,凤岗办税服务厅,90.400000000000006
24406050900,24.85,15.0,2.01,16.93,1202.0,222.0,37.6,南海区里水办税服务厅,90.200000000000003
24419310000,31.24,23.0,1.85,23.7,785.0,375.0,32.7,莞城办税服务厅,90.200000000000003
24412020008,5.14,24.0,0.82,5.5,692.0,191.0,14.8,端州区车船税征收办税服务厅,90.099999999999994
24404020008,29.64,20.0,1.13,21.67,982.0,355.0,14.1,珠海市香洲办税服务厅,90.099999999999994
24453210100,29.15,14.0,1.78,25.57,745.0,206.0,100.0,新兴县新城办税服务厅,90.099999999999994
24420010007,10.22,13.0,1.23,8.86,1021.0,223.0,21.1,中山市小榄办税服务厅,90.099999999999994
24406070100,32.71,11.0,2.35,11.15,1146.0,187.0,31.6,西南分局办税厅,90.0
24406050300,26.21,14.0,2.18,19.0,1119.0,225.0,40.0,南海区大沥办税服务厅,89.799999999999997
24412840100,8.29,13.0,1.28,9.12,1248.0,279.0,0.0,四会市城区办税服务厅,89.799999999999997
24409021500,24.51,15.0,1.65,20.2,1278.0,382.0,22.9,茂南区河东办税服务厅,89.799999999999997
24418020400,34.56,16.0,1.08,28.05,1759.0,449.0,0.0,清城区洲心办税服务厅,89.799999999999997
24406060700,12.24,14.0,2.2,13.65,808.0,190.0,44.6,乐从办税服务厅,89.799999999999997
24419150000,18.86,20.0,2.05,15.95,535.0,178.0,45.1,黄江办税服务厅,89.700000000000003
24416020300,2.49,15.0,1.18,4.82,564.0,162.0,17.4,源城区源南第一征收办税服务厅,89.599999999999994
24419160000,40.93,18.0,1.58,30.47,580.0,165.0,47.6,樟木头办税服务厅,89.5
24419140000,22.29,25.0,1.8,17.14,723.0,240.0,42.7,大朗办税服务厅,89.5
24413931300,7.78,23.0,1.27,7.96,589.0,225.0,15.0,仲恺区征收办税服务厅,89.400000000000006
24404901300,33.8,23.0,1.17,26.37,993.0,294.0,17.2,珠海市拱北夏湾办税服务厅,89.400000000000006
24414229000,26.42,22.0,0.54,15.72,1031.0,214.0,18.5,大埔县城区办税服务厅,89.299999999999997
24419090000,34.87,14.0,1.85,29.4,467.0,137.0,46.8,沙田办税服务厅,89.299999999999997
24401110400,6.27,20.0,1.57,8.84,578.0,239.0,18.3,石井办税服务厅,89.200000000000003
24417020200,8.3,12.0,0.91,6.65,497.0,152.0,14.4,阳江市江城区城南办税服务厅,89.200000000000003
24420100005,8.48,18.0,1.48,8.69,509.0,145.0,22.4,中山市东升办税服务厅,89.200000000000003
24404210200,37.16,14.0,2.54,25.78,880.0,241.0,47.5,珠海市城区办税服务厅,89.099999999999994
24401130700,4.5,17.0,1.34,7.75,579.0,177.0,23.0,沙湾办税服务厅,89.099999999999994
24418020300,30.19,10.0,0.98,23.51,1417.0,246.0,26.9,清城区凤城办税服务厅,89.0
24401130600,4.59,16.0,1.7,6.69,647.0,208.0,28.0,石基办税服务厅,89.0
24419290000,36.51,16.0,1.83,28.61,655.0,295.0,31.8,万江办税服务厅,88.900000000000006
24419170000,6.21,17.0,1.51,8.1,552.0,212.0,24.9,清溪办税服务厅,88.799999999999997
24413230100,12.81,18.0,1.08,13.3,653.0,234.0,14.0,惠东县平山办税服务厅,88.700000000000003
24401840100,2.88,9.0,1.84,4.68,452.0,190.0,20.7,街口办税服务厅,88.700000000000003
24412230100,8.19,10.0,1.49,8.18,544.0,122.0,18.0,广宁县城区办税服务厅,88.700000000000003
24406060600,10.85,11.0,2.74,11.96,348.0,98.0,50.3,陈村办税服务厅,88.599999999999994
24406051100,38.47,12.0,1.79,26.09,1398.0,218.0,42.0,南海区狮山办税服务厅,88.599999999999994
24408030010,15.33,11.0,2.09,13.18,1063.0,297.0,0.0,霞山区办税服务厅,88.5
24419210000,53.91,22.0,2.17,48.85,805.0,328.0,46.2,常平办税服务厅,88.5
24407041009,10.67,15.0,1.27,10.94,522.0,172.0,16.4,江海办税服务厅,88.400000000000006
24420370003,47.58,14.0,1.72,31.66,765.0,166.0,46.2,中山市西区办税服务厅,88.299999999999997
24401120007,4.42,8.0,0.69,7.08,972.0,177.0,12.8,黄埔办税服务厅,88.200000000000003
24401060062,9.29,16.0,2.98,9.65,399.0,324.0,21.8,龙洞办税服务厅,88.099999999999994
24401790100,24.98,14.0,1.94,20.32,770.0,294.0,19.8,广州南沙第一三分局办税服务厅,88.099999999999994
24407830200,23.78,15.0,2.28,19.52,543.0,285.0,24.5,开平城区办税服务厅,88.099999999999994
24414269000,1.22,14.0,0.59,1.89,473.0,121.0,8.2,平远县城区办税服务厅,88.0
24406042500,29.54,12.0,2.35,19.74,596.0,152.0,30.3,禅城区南庄办税服务厅,88.0
24414219000,5.3,26.0,0.81,10.4,518.0,176.0,12.4,梅县区城区办税服务厅,87.900000000000006
24419230000,16.08,18.0,1.79,14.66,454.0,147.0,26.1,横沥办税服务厅,87.900000000000006
24413022300,8.63,22.0,0.38,10.2,168.0,426.0,1.4,惠城区江南办税服务厅,87.900000000000006
24417020600,15.74,17.0,1.23,14.59,739.0,243.0,27.5,阳江市江城区城北办税服务厅,87.799999999999997
24420240004,24.67,31.0,1.46,17.48,791.0,233.0,24.4,中山市坦洲办税服务厅,87.799999999999997
24414239000,17.57,17.0,0.86,16.92,606.0,148.0,20.0,丰顺县城区办税服务厅,87.700000000000003
24419060000,3.59,11.0,1.76,5.11,344.0,135.0,24.1,道滘办税服务厅,87.700000000000003
kpi划分,87.627666666666656,---,---,---,---,---,---,---
24419180000,45.88,21.0,2.35,38.96,698.0,348.0,38.3,塘厦办税服务厅,87.599999999999994
24406061100,2.07,12.0,1.08,8.46,429.0,81.0,17.4,均安办税服务厅,87.5
24408110900,31.41,8.0,1.17,15.53,193.0,36.0,53.0,麻章区办税服务厅,87.400000000000006
24406060400,12.74,7.0,2.07,14.24,439.0,92.0,45.4,伦教办税服务厅,87.400000000000006
24419130000,37.58,22.0,1.82,29.3,590.0,254.0,40.4,大岭山办税服务厅,87.400000000000006
24401130400,13.8,15.0,2.51,13.27,660.0,212.0,28.5,南村办税服务厅,87.299999999999997
24420980005,58.05,26.0,1.6,34.53,1027.0,295.0,26.4,中山市开发区办税服务厅,87.299999999999997
24413022101,27.75,25.0,0.48,22.62,368.0,429.0,3.2,惠城区河南岸办税服务厅一厅,87.299999999999997
24412260100,4.91,14.0,2.16,6.57,326.0,156.0,22.7,德庆县城区办税服务厅,87.299999999999997
24401830600,8.24,21.0,2.38,8.37,149.0,122.0,23.6,永和办税服务厅,87.200000000000003
24414240100,0.0,0.0,0.0,0.0,1103.0,3.0,0.0,五华县华城办税服务厅,87.200000000000003
24406070500,12.62,7.0,2.84,11.13,500.0,99.0,38.2,三水区乐平办税服务厅,87.200000000000003
24413010100,32.74,28.0,0.49,27.38,217.0,512.0,1.7,大亚湾澳头办税服务厅,87.099999999999994
24416210100,6.98,12.0,1.16,8.56,455.0,96.0,19.0,紫金县城区办税服务厅,87.099999999999994
24419010000,22.04,17.0,2.51,19.25,289.0,122.0,41.7,中堂办税服务厅,87.0
24409215100,12.54,9.0,0.95,12.81,1054.0,201.0,13.3,信宜市城区办税服务厅,87.0
24452020400,8.09,10.0,1.26,8.71,480.0,85.0,14.9,榕城区东山办税服务厅,86.900000000000006
24415910200,8.04,17.0,0.68,8.46,546.0,133.0,4.0,汕尾市城区第二办税服务厅,86.900000000000006
24401970500,4.98,8.0,1.77,8.08,379.0,146.0,17.6,广州开发区西区办税服务厅,86.900000000000006
24412020009,4.56,14.0,2.26,5.5,559.0,118.0,25.9,端州区契税征收办税服务厅,86.900000000000006
24414279000,7.39,14.0,0.78,10.01,627.0,162.0,4.5,蕉岭县蕉城办税服务厅,86.799999999999997
24420020006,43.47,23.0,1.19,26.64,921.0,192.0,21.6,中山市古镇办税服务厅,86.799999999999997
24412830500,0.5,10.0,0.66,5.03,400.0,55.0,19.6,高要市金利办税服务厅,86.700000000000003
24406061000,4.83,8.0,2.77,7.24,297.0,79.0,37.0,杏坛办税服务厅,86.700000000000003
24402030800,12.22,18.0,1.28,11.94,492.0,192.0,12.2,武江区西河办税服务厅,86.5
24419270000,11.99,13.0,1.89,12.0,384.0,164.0,20.8,茶山办税服务厅,86.5
24412040001,12.06,16.0,0.65,10.76,453.0,155.0,2.6,高新区大旺办税厅,86.5
24406081100,5.71,13.0,1.67,9.3,633.0,202.0,0.0,高明区荷城办税服务厅,86.400000000000006
24406051300,3.08,8.0,1.88,5.51,658.0,136.0,0.0,南海区丹灶办税服务厅,86.299999999999997
24453220100,10.75,11.0,1.91,9.69,429.0,105.0,22.3,郁南县城区办税服务厅,86.299999999999997
24401110900,1.53,15.0,1.6,3.55,393.0,93.0,26.3,太和办税服务厅,86.200000000000003
24409021600,4.12,10.0,0.95,5.53,326.0,58.0,19.6,茂南区河西办税服务厅,86.200000000000003
24412240100,10.56,12.0,1.36,10.77,502.0,169.0,0.0,怀集县城区办税服务厅,86.200000000000003
24407031100,34.79,19.0,1.36,23.25,826.0,150.0,24.1,蓬江区个体办税服务厅,86.200000000000003
24453810500,8.75,14.0,1.89,9.65,566.0,239.0,9.8,罗定市附城办税服务厅,86.099999999999994
24407818100,45.9,16.0,1.32,26.47,996.0,155.0,22.3,台城办税服务厅,86.099999999999994
24401140500,2.59,11.0,1.55,4.7,319.0,101.0,16.1,狮岭办税服务厅,86.099999999999994
24409242500,10.48,12.0,1.52,13.09,662.0,165.0,0.0,化州市办税服务厅,85.900000000000006
24418270100,27.95,16.0,0.96,19.64,1320.0,202.0,0.0,清新区办税服务厅,85.900000000000006
24402290200,25.5,10.0,1.01,44.53,279.0,84.0,100.0,翁源县城区办税服务厅,85.799999999999997
24401130500,3.36,13.0,2.02,5.5,219.0,88.0,18.3,石楼办税服务厅,85.700000000000003
24418820100,14.16,13.0,1.42,13.38,674.0,152.0,0.0,连州市城区办税服务厅,85.700000000000003
24406051000,56.51,13.0,1.85,33.87,880.0,118.0,47.3,南海区罗村办税服务厅,85.599999999999994
24407850100,31.9,9.0,1.27,20.82,894.0,136.0,23.2,恩平市城区分局办税服务厅,85.599999999999994
24414249000,41.99,22.0,1.08,26.33,608.0,179.0,17.9,五华县城区办税服务厅,85.599999999999994
24413930100,6.39,13.0,0.79,8.5,112.0,156.0,2.9,仲恺区陈江办税服务厅,85.599999999999994
24404980900,0.0,5.0,0.82,9.78,135.0,135.0,0.0,城区分局,85.400000000000006
24419200000,4.1,11.0,2.38,5.65,144.0,93.0,14.2,谢岗办税服务厅,85.400000000000006
24401110003,4.3,12.0,2.3,5.89,129.0,48.0,17.1,人和办税服务厅,85.400000000000006
24409225100,18.91,14.0,0.95,16.42,829.0,209.0,12.2,高州市城区办税服务厅,85.299999999999997
24402220200,1.85,5.0,0.9,3.56,438.0,79.0,0.0,始兴县城区地方税务局,85.299999999999997
24401110800,1.95,8.0,1.39,4.55,379.0,132.0,7.5,同和办税服务厅,85.299999999999997
24401970400,10.45,10.0,1.45,10.52,326.0,108.0,20.1,广州开发区萝岗办税服务厅,85.099999999999994
24412030003,4.3,11.0,1.28,6.29,405.0,100.0,0.0,鼎湖区征收办税服务厅,85.099999999999994
24451021500,18.64,3.0,0.89,18.25,466.0,29.0,21.9,湘桥区城东办税服务厅,85.099999999999994
24419100000,23.01,16.0,2.35,19.85,354.0,115.0,45.4,松山湖办税服务厅,85.099999999999994
24406051400,34.4,7.0,2.47,22.06,474.0,83.0,31.0,南海区九江办税服务厅,85.0
24402210200,12.76,13.0,1.28,11.17,370.0,99.0,20.1,曲江区马坝办税服务厅,85.0
24413240100,0.2,13.0,0.26,1.63,325.0,41.0,0.0,龙门县龙城24小时办税厅,85.0
24412830100,12.69,19.0,1.62,10.76,404.0,209.0,0.0,高要市城区办税服务厅,84.900000000000006
24415210100,6.83,7.0,0.51,6.65,732.0,92.0,3.4,汕尾市海丰县办税服务厅,84.900000000000006
24415210000,0.0,2.0,0.05,1.28,1.0,4.0,0.0,陆丰市博美分局,84.700000000000003
24407030600,23.47,18.0,0.82,15.01,351.0,65.0,28.4,蓬江区荷塘办税服务厅,84.700000000000003
24419250000,29.21,15.0,2.63,17.59,271.0,82.0,34.8,企石办税服务厅,84.700000000000003
24401790700,4.86,9.0,2.46,6.46,320.0,111.0,21.3,广州南沙大岗办税服务厅,84.700000000000003
24414210800,28.44,15.0,1.15,20.15,422.0,77.0,28.3,梅县区南口办税服务厅,84.599999999999994
24406070100,8.06,9.0,1.87,8.67,348.0,100.0,19.6,西南分局办税厅,84.599999999999994
24402320200,8.31,7.0,0.67,8.79,540.0,74.0,6.8,乳源县乳城办税服务厅,84.5
24419240000,12.78,14.0,2.02,11.54,307.0,93.0,25.5,东坑办税服务厅,84.5
kpi划分,84.464921568627446,---,---,---,---,---,---,---
24401970300,0.32,3.0,0.51,1.26,85.0,27.0,3.7,广州开发区永和区办税服务厅,84.400000000000006
24413022102,20.47,23.0,1.11,14.8,54.0,193.0,1.5,惠城区河南岸办税服务厅二厅,84.400000000000006
24414240200,0.0,0.0,0.0,0.0,78.0,2.0,0.0,五华县河东办税服务厅,84.299999999999997
24414240800,0.0,1.0,0.01,0.0,137.0,3.0,0.1,五华县潭下办税服务厅,84.299999999999997
24414240500,0.0,1.0,0.0,0.0,0.0,1.0,0.0,五华县龙村办税服务厅,84.299999999999997
24412830300,1.01,5.0,0.49,1.98,160.0,36.0,4.3,高要市新桥办税服务厅,84.299999999999997
24414810200,0.0,1.0,0.01,0.0,1.0,2.0,0.0,兴宁市罗岗办税服务厅,84.299999999999997
24414960004,0.0,1.0,0.07,0.0,46.0,2.0,0.2,梅州市蕉华地税办税服务厅,84.299999999999997
24407851500,0.0,0.0,0.0,0.0,15.0,11.0,0.0,恩平市圣堂分局君堂组办税服务厅,84.299999999999997
24407851500,0.0,0.0,0.0,0.0,29.0,4.0,0.0,恩平市圣堂分局圣堂组办税服务厅,84.299999999999997
24416210300,0.0,4.0,0.0,6.17,35.0,6.0,0.0,紫金县龙窝分局,84.299999999999997
24419320000,16.19,10.0,1.69,13.19,244.0,85.0,21.4,石龙办税服务厅,84.299999999999997
24407850300,0.0,0.0,0.0,0.0,8.0,10.0,0.0,恩平市大槐分局大槐组办税服务厅,84.299999999999997
24407850200,0.0,1.0,0.03,0.0,51.0,4.0,1.2,恩平市大槐分局横陂组办税服务厅,84.299999999999997
24407851300,0.0,0.0,0.0,0.0,27.0,4.0,0.0,恩平市大田分局大田组办税服务厅,84.299999999999997
24407851300,0.0,0.0,0.0,0.0,10.0,4.0,0.0,恩平市大田分局良西组办税服务厅,84.299999999999997
24408231000,0.0,0.0,0.0,0.55,5.0,1.0,0.0,遂溪县遂城办税服务厅,84.299999999999997
24414210200,0.0,0.0,0.25,0.0,72.0,7.0,2.8,梅县区城东办税服务厅,84.200000000000003
24453020500,35.34,16.0,1.2,31.68,1368.0,262.0,0.0,云城区南盛办税服务厅,84.200000000000003
24408020006,53.81,10.0,2.18,36.19,923.0,216.0,21.0,赤坎区办税服务厅,84.200000000000003
24414210900,0.0,1.0,0.23,0.0,57.0,6.0,2.0,梅县区大坪办税服务厅,84.200000000000003
24414210400,0.0,1.0,0.11,0.0,52.0,3.0,0.7,梅县区松口办税服务厅,84.200000000000003
24416020019,44.51,23.0,1.42,27.95,928.0,211.0,0.0,源城区城区办税服务厅,84.200000000000003
24401830300,9.08,3.0,2.42,9.05,59.0,37.0,15.3,仙村办税服务厅,84.200000000000003
24414220500,0.0,1.0,0.24,0.0,155.0,19.0,6.1,大埔县茶阳办税服务厅,84.200000000000003
24414231500,0.0,0.0,0.13,0.0,170.0,7.0,1.9,丰顺县留隍办税服务厅,84.200000000000003
24414260600,0.0,1.0,0.12,0.0,18.0,3.0,0.1,平远县河头办税服务厅,84.200000000000003
24414210300,0.0,0.0,0.16,0.0,55.0,10.0,0.3,梅县区丙雁办税服务厅,84.200000000000003
24413220600,0.0,2.0,0.02,6.68,48.0,8.0,0.0,博罗县湖镇办税服务厅,84.200000000000003
24414231600,0.0,0.0,0.31,0.0,61.0,9.0,2.1,丰顺县潭江办税服务厅,84.099999999999994
24414240300,0.0,1.0,0.42,0.0,34.0,3.0,0.7,五华县横陂办税服务厅,84.099999999999994
24414810300,0.0,1.0,0.35,0.0,74.0,5.0,3.0,兴宁市黄陂办税服务厅,84.099999999999994
24412830200,1.07,3.0,0.69,2.31,144.0,21.0,5.0,高要市禄步办税服务厅,84.099999999999994
24401110001,0.53,9.0,0.8,2.39,118.0,36.0,4.8,竹料办税服务厅,84.099999999999994
24414220400,0.0,1.0,0.33,0.0,27.0,5.0,0.3,大埔县大麻办税服务厅,84.099999999999994
24414220200,0.0,1.0,0.3,0.0,58.0,8.0,2.2,大埔县枫朗办税服务厅,84.099999999999994
24419260000,46.34,23.0,1.76,23.16,377.0,92.0,34.5,石排办税服务厅,84.099999999999994
24414220300,0.0,0.0,0.33,0.0,84.0,13.0,2.1,大埔县高陂办税服务厅,84.099999999999994
24414260200,0.0,1.0,0.41,0.0,43.0,5.0,0.5,平远县东石办税服务厅,84.099999999999994
24417810100,15.18,10.0,1.12,12.49,575.0,118.0,11.5,阳春市春城办税服务厅,84.0
24417210100,20.05,12.0,1.08,18.15,390.0,70.0,15.8,阳江市阳西县城区办税服务厅,84.0
24414240400,0.0,1.0,0.48,0.0,65.0,15.0,1.7,五华县安流办税服务厅,84.0
24414810400,0.0,1.0,0.46,0.0,143.0,17.0,10.0,兴宁市龙田办税服务厅,84.0
24412260300,0.0,1.0,0.47,0.93,36.0,4.0,1.4,德庆县莫村办税服务厅,84.0
24414810600,0.0,1.0,0.5,0.0,124.0,30.0,1.6,兴宁市坭陂办税服务厅,84.0
24413020200,3.13,2.0,0.0,7.15,12.0,7.0,0.0,仲恺区沥林税务所,84.0
24416251200,6.62,6.0,3.01,9.56,106.0,71.0,24.6,东源城区地税分局,84.0
24412250100,14.15,9.0,1.96,11.01,279.0,74.0,20.6,封开县城区办税服务厅,84.0
24414231300,0.0,0.0,0.74,0.0,28.0,5.0,0.1,丰顺县丰良办税服务厅,83.900000000000006
24401120007,0.0,0.0,0.0,5.25,29.0,1.0,0.0,黄埔区契税点办税服务厅,83.900000000000006
24414210700,0.0,0.0,0.69,0.0,21.0,6.0,1.1,梅县区畲江办税服务厅,83.900000000000006
24401970600,1.63,5.0,0.81,3.65,124.0,36.0,6.7,广州开发区九龙办税服务厅,83.900000000000006
24420360003,49.53,11.0,2.13,28.51,821.0,187.0,28.8,中山市东区办税服务厅,83.799999999999997
24412250600,0.0,1.0,0.15,4.29,50.0,3.0,0.9,封开县南丰办税服务厅,83.799999999999997
24406063000,0.0,0.0,0.91,0.0,32.0,6.0,1.2,大企业征收管理办税服务厅,83.799999999999997
24414819000,56.4,19.0,0.38,51.95,1051.0,304.0,3.3,兴宁市城区办税服务厅,83.799999999999997
24413022500,35.92,34.0,0.44,19.47,166.0,231.0,2.1,惠城区江北办税服务厅,83.799999999999997
24452220200,5.0,3.0,0.49,4.59,72.0,9.0,1.4,揭西县河婆办税厅,83.799999999999997
24401140300,2.6,4.0,0.95,3.53,75.0,25.0,5.0,炭步办税服务厅,83.799999999999997
24401120100,1.96,7.0,0.85,4.28,132.0,36.0,4.3,黄埔区南岗所办税服务厅,83.799999999999997
24414231100,0.0,0.0,1.02,0.0,20.0,3.0,1.0,丰顺县汤南办税服务厅,83.700000000000003
24414231200,0.0,1.0,1.1,0.0,15.0,3.0,1.2,丰顺县汤西办税服务厅,83.700000000000003
24415210000,0.0,1.0,0.0,6.98,0.0,1.0,0.0,陆丰市星都分局,83.700000000000003
24452240000,4.34,7.0,0.44,6.8,232.0,28.0,3.5,惠来县惠城办税服务厅,83.700000000000003
24406081400,4.04,9.0,0.72,4.74,156.0,46.0,6.2,高明区明城办税服务厅,83.700000000000003
24401110004,0.54,8.0,1.57,1.84,93.0,49.0,6.0,江高办税服务厅,83.700000000000003
24406081500,1.6,3.0,1.17,3.93,112.0,18.0,7.9,高明区更合办税服务厅,83.700000000000003
24401140400,1.34,3.0,1.26,2.85,54.0,24.0,3.6,赤坭办税服务厅,83.700000000000003
24452220800,7.14,2.0,0.2,7.44,25.0,5.0,0.0,揭西县棉湖办税服务厅,83.599999999999994
24402240200,13.56,8.0,1.29,10.8,460.0,82.0,0.0,仁化县城区税务分局,83.599999999999994
24412830400,2.03,5.0,1.06,5.54,125.0,33.0,6.9,高要市白土办税服务厅,83.599999999999994
24415230100,5.23,4.0,0.36,7.45,325.0,33.0,2.8,汕尾市陆河县办税服务厅,83.599999999999994
24401790600,0.44,8.0,1.6,3.11,226.0,68.0,12.7,广州南沙东涌办税服务厅,83.599999999999994
24401110002,1.56,6.0,1.4,2.96,96.0,27.0,10.7,钟落潭办税服务厅,83.599999999999994
24419030000,11.26,9.0,2.65,14.03,298.0,84.0,25.2,麻涌办税服务厅,83.5
24401840006,3.95,1.0,0.56,2.84,10.0,4.0,0.8,吕田办税服务厅,83.5
24401830900,14.52,4.0,2.7,10.95,59.0,27.0,18.2,派潭办税服务厅,83.5
24413240100,3.0,7.0,1.13,5.54,257.0,74.0,5.9,龙门县龙城办税服务厅,83.5
24419040000,18.12,9.0,2.04,13.76,235.0,83.0,25.8,高埗办税服务厅,83.400000000000006
24401140700,2.62,4.0,1.43,4.42,139.0,42.0,8.5,花东办税服务厅,83.400000000000006
24401840002,2.3,5.0,1.66,3.87,61.0,32.0,10.2,太平办税服务厅,83.299999999999997
24405071400,5.17,7.0,0.76,8.21,191.0,111.0,2.8,龙湖区城区办税服务厅,83.299999999999997
24401140600,3.43,6.0,1.18,6.54,131.0,44.0,10.0,花山办税服务厅,83.299999999999997
24413230300,5.61,3.0,0.62,8.56,23.0,14.0,0.8,惠东县白花办税服务厅,83.299999999999997
24412840500,0.0,1.0,0.05,11.38,60.0,3.0,0.2,四会市地豆办税服务厅,83.299999999999997
24407851600,0.0,0.0,1.67,0.0,59.0,7.0,1.3,恩平市东成分局办税服务厅,83.299999999999997
24401970100,21.52,10.0,1.49,17.71,299.0,138.0,11.0,广州开发区高新区办税服务厅,83.299999999999997
24407851400,0.0,0.0,1.71,0.0,12.0,8.0,3.4,恩平市沙湖分局办税服务厅,83.299999999999997
24402250300,7.65,4.0,0.45,8.85,358.0,26.0,10.2,乐昌市坪石办税服务厅,83.299999999999997
24413240400,5.88,1.0,0.0,8.34,22.0,4.0,0.0,龙门县南昆山办税服务厅,83.200000000000003
24406070700,15.88,5.0,3.08,11.27,333.0,69.0,22.4,三水区大塘办税服务厅,83.200000000000003
24401840005,4.04,2.0,1.47,4.81,15.0,9.0,1.4,良口办税服务厅,83.200000000000003
24412840200,7.77,1.0,0.08,6.65,111.0,6.0,0.4,四会市大沙办税服务厅,83.200000000000003
24406070400,2.05,5.0,1.93,4.09,211.0,48.0,12.8,三水区白坭办税服务厅,83.200000000000003
24401120200,0.55,3.0,2.34,1.72,22.0,10.0,6.7,黄埔区长洲所办税服务厅,83.200000000000003
24419220000,43.93,14.0,1.92,28.31,355.0,102.0,43.1,桥头办税服务厅,83.200000000000003
24415910100,8.68,4.0,0.64,9.21,223.0,33.0,1.5,汕尾市城区第一办税服务厅,83.0
24415210000,16.67,2.0,0.0,7.25,1.0,2.0,0.0,陆丰市大安分局,83.0
24452020000,1.9,3.0,2.44,2.9,10.0,5.0,1.3,榕城区仙桥办税服务厅,83.0
24401790400,1.73,5.0,2.3,3.46,91.0,31.0,9.9,广州南沙第四分局办税服务厅,83.0
24413240200,3.55,0.0,0.32,10.79,7.0,3.0,0.1,龙门县平陵办税服务厅,82.900000000000006
24412250400,7.41,2.0,0.09,15.06,21.0,4.0,0.3,封开县渔涝办税服务厅,82.900000000000006
24409035500,7.59,8.0,0.94,9.28,183.0,35.0,8.7,茂名市滨海新区电城办税服务厅,82.900000000000006
24404901400,38.99,13.0,2.04,48.56,724.0,237.0,17.6,珠海市拱北吉大办税服务厅,82.799999999999997
24416250300,3.13,2.0,2.34,5.01,9.0,6.0,2.4,东源船塘税务分局,82.799999999999997
24413240900,9.19,3.0,0.45,12.96,20.0,17.0,0.4,龙门县永汉办税服务厅,82.799999999999997
