办税服务厅代码,等候超时率,窗口日平均票号量,平均办理时间,平均等待时间,日均业务量,日均服务人次,占空比,FWT,label,kpi
24419300000,38.65,44.0,2.19,34.1,1184.0,802.0,38.9,东城办税服务厅,2,92.400000000000006,0.6134999999999999,1.0,0.6853448275862069,0.7126243047362212,0.9,1.0,0.9
24419280000,39.02,23.0,2.59,31.27,1201.0,742.0,30.5,南城办税服务厅,2,91.900000000000006,0.6097999999999999,0.9,0.6278735632183908,0.7364739592111916,0.9,1.0,0.9
24406048000,26.08,12.0,2.24,19.51,2934.0,718.0,39.9,禅城区办税服务厅,2,94.900000000000006,0.7392000000000001,0.8,0.6781609195402298,0.8355806505983482,1.0,1.0,0.9
24401060060,8.91,18.0,3.34,21.12,1584.0,992.0,26.6,珠江新城办税服务厅,2,93.599999999999994,0.9109,0.9,0.5201149425287357,0.8220124726108208,1.0,1.0,0.8
24401050012,20.29,15.0,2.05,19.51,1826.0,792.0,26.3,海珠办税服务厅,2,93.200000000000003,0.7971,0.8,0.7054597701149425,0.8355806505983482,1.0,1.0,0.8
24401030015,7.84,12.0,2.08,14.58,1263.0,534.0,14.1,荔湾第二办税服务厅,2,93.0,0.9216,0.8,0.7011494252873564,0.877127928535311,0.9,1.0,0.8
24401040007,20.62,11.0,2.62,23.42,1843.0,1122.0,18.0,越秀区国地税办税厅,2,92.5,0.7938,0.8,0.6235632183908045,0.8026293612000674,1.0,1.0,0.8
24414020000,53.23,26.0,0.7,34.93,4074.0,547.0,29.3,梅江区办税服务厅,2,91.400000000000006,0.4677,1.0,0.8994252873563218,0.7056295297488623,1.0,1.0,0.8
24407824000,26.78,20.0,0.45,20.64,3519.0,369.0,20.1,新会区今古洲办税服务厅,2,92.200000000000003,0.7322,0.9,0.9353448275862069,0.8260576436878476,1.0,0.9,0.8
24418020400,34.56,16.0,1.08,28.05,1759.0,449.0,0.0,清城区洲心办税服务厅,2,89.799999999999997,0.6544,0.8,0.8448275862068966,0.7636103151862464,1.0,1.0,0.7
24412020100,6.37,10.0,1.51,7.33,2098.0,487.0,0.0,端州区城西办税服务厅,2,93.299999999999997,0.9363,0.8,0.7830459770114943,0.9382268666779032,1.0,1.0,0.7

min,0.0,0.0,0.0,0.0,0.0,1.0,0.0
center,251.02209735997309,2.9130434782608696,24.867240781582908,218.84583782156398,105.40869565217389,22.139130434782629,2.5652173913043503, ,92.563636363636363
max,16.670000000000002,13.0,4.21,15.890000000000001,1103.0,135.0,11.6
total,115

